,player_id,full_name,status,team,position
6002,6002,Qadree Ollison,Active,,RB
5821,5821,Dan Quinn,Inactive,,C
6689,6689,Bryant Jones,Active,,NT
2868,2868,Cameron McLeod,Inactive,,DE
3325,3325,Antwione Williams,Inactive,,OLB
8701,8701,Amari Carter,Active,,DB
8602,8602,Danny Davis,Active,,WR
6470,6470,Mike Herndon,Active,,G
8898,8898,C.J. Brewer,Active,TB,DT
11645,11645,Javon Baker,Active,NE,WR
4012,4012,John Morton,Inactive,,
1115,1115,Antwon Blake,Inactive,,CB
4776,4776,Duplicate Player,Inactive,,OT
4465,4465,Donavin Newsom,Active,,ILB
3002,3002,Al Bond,Inactive,,OT
3334,3334,D.J. White,Active,,CB
10984,10984,Noah Sewell,Active,CHI,LB
3767,3767,Cedrick Lang,Active,,G
3952,3952,C Palmer,Inactive,,
1404,1404,Leon McFadden,Inactive,,CB
1079,1079,Tashaun Gipson,Active,SF,DB
6286,6286,Tim Harris,Active,,CB
2445,2445,Adrian Amos,Active,,DB
6316,6316,Juwan Foggie,Active,,LB
64,64,Owen Daniels,Inactive,,TE
5042,5042,Deadrin Senat,Active,,DT
2672,2672,Damarr Aultman,Inactive,,WR
3122,3122,Ken Zampese,Inactive,,
10975,10975,Daniel Scott,Inactive,IND,DB
223,223,Larry Fitzgerald,Inactive,,WR
331,331,Philip Rivers,Injured Reserve,,QB
12101,12101,Marcellus Johnson,Active,NYG,OL
6709,6709,Abdul Beecham,Active,,G
11104,11104,SaRodorick Thompson,Active,,RB
8561,8561,Chris Owens,Active,,G
6113,6113,Garrett Brumfield,Active,,G
4056,4056,Jabrill Peppers,Active,NE,DB
5320,5320,Kendall Donnerson,Inactive,CAR,DE
7604,7604,Tamorrion Terry,Inactive,,WR
494,494,Jason Trusnik,Inactive,,LB
5168,5168,Jordan Chunn,Inactive,,RB
98,98,Fred Davis,Inactive,,TE
601,601,Andrew Quarless,Inactive,,TE
898,898,David Arkin,Inactive,,G
1314,1314,Brad Smelley,Inactive,,FB
3291,3291,Blake Martinez,Active,,LB
12072,12072,Jacob Roberts,Active,,LB
5830,5830,Sam Eguavoen,Active,NYJ,LB
8283,8283,Brian Asamoah,Active,MIN,LB
522,522,Vladimir Ducasse,Inactive,,G
509,509,John Jerry,Active,,G
2520,2520,Andre Debose,Inactive,,WR
3420,3420,Alonzo Russell,Inactive,,WR
11724,11724,Trevin Wallace,Inactive,CAR,LB
3642,3642,Ufomba Kamalu,Active,,OLB
4922,4922,Garrett Scantling,Active,ATL,WR
3900,3900,Nate Robinson,Inactive,,
5831,5831,Bryant Mitchell,Inactive,,WR
5375,5375,Jordan Whitehead,Active,TB,DB
11014,11014,Kei'Trel Clark,Active,ARI,DB
5226,5226,Poona Ford,Active,LAC,DT
10212,10212,Josh Whyle,Active,TEN,TE
11251,11251,Shaka Heyward,Active,CIN,LB
11381,11381,Travis Vokolek,Active,ARI,TE
112,112,Andy Lee,Active,,P
6391,6391,Tyrell Thompson,Active,,DT
4977,4977,Isaiah Wynn,Active,MIA,OL
8937,8937,Parker White,Active,,K
670,670,Kassim Osgood,Inactive,,WR
3624,3624,Antonio Glover,Inactive,,SS
8161,8161,Malik Willis,Active,GB,QB
4976,4976,Daron Payne,Active,WAS,DT
5201,5201,Terry Swanson,Active,,RB
12032,12032,Travian Blaylock,Active,,DB
11476,11476,Armani Marsh,Active,,DB
1559,1559,Mike Glennon,Active,,QB
8402,8402,Jeff Gunter,Active,,LB
7557,7557,Player Invalid,Inactive,,TE
1356,1356,Dion Jordan,Inactive,,DE
7977,7977,Syrus Tuitele,Active,,OG
7558,7558,Whop Philyor,Active,,WR
4951,4951,DJ Chark,Active,LAC,WR
722,722,Crezdon Butler,Inactive,,CB
11729,11729,Sione Vaki,Active,DET,RB
11483,11483,Ellis Merriweather,Active,GB,RB
8228,8228,Jaylen Warren,Active,PIT,RB
120,120,Adam Vinatieri,Injured Reserve,,K
7028,7028,Armani Taylor-Prioleau,Active,,T
4786,4786,Jhajuan Seales,Active,,WR
5774,5774,Cam Serigne,Active,,TE
8229,8229,Isaiah Weston,Injured Reserve,,WR
10908,10908,BJ Ojulari,Inactive,ARI,DE
11562,11562,Spencer Rattler,Active,NO,QB
12309,12309,Andrew Chatfield,Active,,DE
2599,2599,Bronson Hill,Inactive,,RB
7693,7693,Chauncey Golston,Active,DAL,DE
8230,8230,Ty Chandler,Active,MIN,RB
3066,3066,Rob Chudzinski,Inactive,,
8567,8567,Khalan Tolson,Active,,LB
1983,1983,Damian Copeland,Inactive,,WR
12326,12326,Malik Langham,Active,,DL
1761,1761,Daniel Adongo,Inactive,,LB
6011,6011,Gardner Minshew,Inactive,LV,QB
822,822,Tandon Doss,Inactive,,WR
1107,1107,Coby Fleener,Inactive,,TE
470,470,Jerraud Powers,Inactive,,CB
5089,5089,Mike White,Active,BUF,QB
142,142,Tony Romo,Inactive,,QB
5584,5584,Nick Callender,Active,,G
3296,3296,Seth DeValve,Inactive,,TE
7393,7393,Sirgeo Hoffman,Inactive,,RB
4453,4453,Victor Bolden,Active,,WR
12268,12268,Colby Suits,Active,,QB
8386,8386,Damarri Mathis,Active,DEN,DB
7422,7422,Ronnell Perkins,Active,,S
4680,4680,Larry Clark,Active,,WR
8732,8732,Raleigh Webb,Active,,WR
5640,5640,Junior Joseph,Active,,ILB
3921,3921,Nick Truesdell,Active,,TE
6937,6937,Khaleke Hudson,Active,CLE,LB
7581,7581,Kellen Mond,Active,,QB
5814,5814,Frank Stephens,Inactive,,WR
6136,6136,Jarrett Stidham,Active,DEN,QB
4749,4749,Cameron Posey,Active,,WR
8492,8492,Sam Roberts,Active,CAR,DE
4288,4288,Chase Roullier,Active,,C
7447,7447,Cale Garrett,Active,,LB
6590,6590,Michael Colubiale,Inactive,,TE
7173,7173,Jalen McCleskey,Active,,WR
5171,5171,Kevin Rader,Inactive,,TE
6912,6912,Davion Taylor,Active,,LB
2478,2478,Keith Mumphery,Inactive,,WR
8042,8042,Chris Naggar,Active,,K
2219,2219,Patrick Murray,Inactive,,K
12200,12200,Fabien Lovett,Active,KC,DL
6415,6415,Donnell Greene,Active,,OT
3492,3492,Jalin Marshall,Inactive,,WR
158,158,Dave Zastudil,Inactive,,P
6825,6825,Neville Gallimore,Active,LAR,DT
4942,4942,Marcell Ateman,Active,,WR
5951,5951,Isaiah Johnson,Active,,CB
11626,11626,Xavier Legette,Active,CAR,WR
4146,4146,Dede Westbrook,Active,,WR
11582,11582,Carson Steele,Active,KC,RB
6839,6839,Jaylon Johnson,Active,CHI,DB
11637,11637,Keon Coleman,Active,BUF,WR
7744,7744,Antonio Nunn,Active,,WR
7141,7141,Sterling Hofrichter,Active,,P
6693,6693,Ketner Kupp,Active,,LB
11040,11040,Jason Taylor,Active,,DB
2196,2196,Brandon Coleman,Physically Unable to Perform,,WR
91,91,Carson Palmer,Injured Reserve,,QB
8927,8927,Jalen McKenzie,Active,NYG,T
9489,9489,Justin Shorter,Active,LV,WR
8559,8559,Josh Babicz,Active,,TE
8480,8480,Jamaree Salyer,Active,LAC,OL
5116,5116,Nick Bawden,Active,,FB
11864,11864,Zach Heins,Active,,TE
6860,6860,Akeem Davis-Gaither,Active,CIN,LB
1320,1320,Ricky Lumpkin,Inactive,,NT
4242,4242,Kofi Amichia,Inactive,,G
965,965,Jake McQuaide,Active,MIA,LS
8695,8695,Allie Green,Active,,CB
2428,2428,Vince Mayle,Injured Reserve,,TE
2852,2852,Markus Pierce-Brewster,Inactive,,DE
11573,11573,Frank Gore,Active,BUF,RB
1926,1926,Jordan Zumwalt,Inactive,,OLB
5700,5700,Robert Martin,Active,,RB
1878,1878,AJ Pataiali'i,Inactive,,DT
8003,8003,Dicaprio Bootle,Active,LAC,DB
7288,7288,Ben Ellefson,Active,,TE
11335,11335,Bumper Pool,Active,,LB
5498,5498,Joseph Putu,Active,,DB
5857,5857,Noah Fant,Active,SEA,TE
7871,7871,Oscar Draguicevich,Active,,P
7128,7128,John Penisini,Active,,NT
3714,3714,Charles Washington,Active,,DB
7973,7973,Foster Sarell,Active,LAC,T
6730,6730,Jordan Ta'amu,Active,,QB
7395,7395,Rashad Medaris,Active,,WR
1528,1528,Nate Palmer,Inactive,,LB
8103,8103,Ryan Willis,Active,,QB
3562,3562,Tyvis Powell,Active,,SS
5561,5561,Brad Lundblade,Active,,C
11788,11788,Christian Mahogany,Active,DET,OL
757,757,Clinton McDonald,Active,,DE
8394,8394,Percy Butler,Active,WAS,DB
4543,4543,Marcus Sayles,Active,,CB
6525,6525,Demetrius Knox,Active,,G
1572,1572,Alec Ogletree,Active,,LB
702,702,Arthur Moats,Injured Reserve,,LB
11743,11743,Justin Eboigbe,Active,LAC,DL
1230,1230,Jeremy Lane,Inactive,,CB
11726,11726,Kamren Kinchens,Active,LAR,DB
3132,3132,Dick Lebeau,Inactive,,
6979,6979,Damar Hamlin,Inactive,,S
8688,8688,Duplicate Player,,,
491,491,Danny Amendola,Active,,WR
11396,11396,Brandon Pili,Active,SEA,DT
5154,5154,Trent Sherfield,Active,MIN,WR
3769,3769,Tarow Barney,Inactive,,NT
1218,1218,Jamell Fleming,Inactive,,CB
5148,5148,Dewey Jarvis,Inactive,,ILB
6735,6735,Duplicate Player,Inactive,,WR
5118,5118,Tanner Lee,Inactive,,QB
3347,3347,Jake Rudock,Injured Reserve,,QB
859,859,Ben Ijalana,Inactive,,T
1670,1670,Lawrence Okoye,Active,,DT
1831,1831,Jordan Tripp,Inactive,,LB
4816,4816,Christian French,Active,,OLB
3273,3273,Malcolm Mitchell,Inactive,,WR
9224,9224,Chase Brown,Active,CIN,RB
5352,5352,Ryan Green,Inactive,,RB
6302,6302,Kaden Elliss,Active,ATL,LB
8544,8544,Myron Cunningham,Active,,OL
992,992,Ricardo Lockette,Inactive,,WR
1462,1462,Sanders Commings,Inactive,,CB
8204,8204,Bo Melton,Active,GB,WR
7851,7851,Chandon Herring,Active,,OL
11073,11073,Thayer Thomas,Active,MIN,WR
6561,6561,Chris Brown,Active,,G
1294,1294,Josh Chapman,Inactive,,NT
1519,1519,Larry Warford,Active,,G
7775,7775,Thomas Graham,Active,,DB
1080,1080,John Hughes,Inactive,,DT
1019,1019,Brandon Browner,Inactive,,CB
6296,6296,Quinton Bell,Active,MIA,LB
6546,6546,Kenny Bigelow,Inactive,,DT
8873,8873,Kyler McMichael,Active,,DB
11399,11399,Garrett Nelson,Active,,LB
6357,6357,Shawn Bane,Active,,WR
11006,11006,Ameer Speed,Active,CHI,CB
2395,2395,Carl Davis,Active,WAS,DT
5094,5094,Ryan Izzo,Active,,TE
4914,4914,Glen Coffee,Active,SF,RB
8754,8754,Sebastian Gutierrez,Active,SF,T
8331,8331,Otito Ogbonnia,Active,LAC,DL
1708,1708,Peyton Thompson,Inactive,,FS
71,71,Jason Avant,Inactive,,WR
2864,2864,Mike Reilly,Inactive,,OLB
2472,2472,David Mayo,Active,,LB
7908,7908,Eric Burrell,Active,,DB
6169,6169,James Williams,Active,,RB
5647,5647,Grant Haley,Inactive,,DB
5862,5862,Brian Burns,Active,NYG,DE
2327,2327,Bud Dupree,Active,LAC,LB
8521,8521,Faion Hicks,Active,,CB
3739,3739,Vernon Harris,Active,,CB
5265,5265,Nic Shimonek,Active,,QB
5012,5012,Mark Andrews,Active,BAL,TE
8027,8027,Tre Harbison,Active,,RB
8064,8064,Max Roberts,Active,,LB
6229,6229,Malik Carney,Inactive,,OLB
8234,8234,Jaivon Heiligh,Active,,WR
2179,2179,Marquis Spruill,Inactive,,OLB
5429,5429,Jeremiah Kolone,Active,,OL
7595,7595,Tylan Wallace,Active,BAL,WR
1776,1776,Jeremiah Warren,Inactive,,C
6074,6074,Donald Parham,Active,DEN,TE
2968,2968,Julian Wilson,Inactive,,CB
5093,5093,Sam Jones,Active,,G
1024,1024,Ross Ventrone,Inactive,,SS
580,580,Nate Allen,Inactive,,FS
2593,2593,Antwan Goodley,Inactive,,WR
6308,6308,Ian Bunting,Active,,TE
11815,11815,Cornelius Johnson,Active,GB,WR
4934,4934,Jalen Williams,Inactive,,WR
12077,12077,Lincoln Victor,Active,,WR
4726,4726,Nico Marley,Active,,LB
497,497,Brett Kern,Active,,P
1315,1315,Jerry Franklin,Inactive,,ILB
978,978,Kendall Hunter,Inactive,,RB
6409,6409,Quinn Bailey,Inactive,DEN,OT
2093,2093,Ryan Grant,Active,,WR
5282,5282,Duplicate Player,Inactive,CHI,WR
10879,10879,Calijah Kancey,Active,TB,DL
7518,7518,Taylor Russolino,Active,,K
4419,4419,Brooks Ellis,Active,,OLB
1828,1828,Chris McCain,Injured Reserve,,DE
11285,11285,Cole Coleman,Active,,CB
11942,11942,Colson Yankoff,Inactive,WAS,TE
5501,5501,Lord Hyeamang,Active,,DT
3202,3202,Austin Hooper,Active,NE,TE
8763,8763,Trenton Thompson,Active,,DB
3336,3336,Moritz Bohringer,Active,,TE
8612,8612,Qwuantrezz Knight,Active,,CB
6794,6794,Justin Jefferson,Active,MIN,WR
4427,4427,Kenny Moore,Active,IND,CB
5805,5805,Jacob Ohnesorge,Active,,C
6831,6831,Raekwon Davis,Active,IND,DT
391,391,Ryan Succop,Active,,K
7517,7517,Duplicate Player,Inactive,,WR
12345,12345,Jaylen Mahoney,Active,SF,DB
1640,1640,Mike Purcell,Active,,NT
10906,10906,JuJu Brents,Inactive,IND,DB
4255,4255,Elijah Lee,Active,,LB
2054,2054,Colton Underwood,Inactive,,DE
8580,8580,Tyreek Maddox-Williams,Active,,LB
6217,6217,Blake Cashman,Active,MIN,LB
6044,6044,Alex Bars,Active,,OL
7247,7247,George Obinna,Active,,LB
10915,10915,Ricky Stromberg,Active,CHI,OL
7942,7942,Tyler Coyle,Active,,DB
11372,11372,James Tunstall,Active,,OL
1442,1442,Chris Banjo,Inactive,,DB
5996,5996,Porter Gustin,Inactive,,DE
11347,11347,Chase Cota,Inactive,,WR
2464,2464,Neiron Ball,Inactive,,LB
4946,4946,Duplicate Player,Inactive,,C
3956,3956,Kelvin Fisher Jr,Inactive,,
7205,7205,Marquel Harrell,Active,,G
5502,5502,Mychealon Thomas,Active,,DE
617,617,Patrick Robinson,Injured Reserve,,CB
2529,2529,Marcus Murphy,Inactive,,RB
2240,2240,Deone Bucannon,Inactive,,LB
1331,1331,Tony Jerod-Eddie,Inactive,,DT
1026,1026,Bryce Brown,Inactive,,RB
3662,3662,Devonte Johnson,Active,,CB
11089,11089,Jordan Byrd,Active,,WR
6568,6568,Wyatt Miller,Active,,OT
2904,2904,Issac Blakeney,Inactive,,WR
433,433,Christopher Owens,Inactive,,CB
11377,11377,Tyrell Shavers,Active,BUF,WR
4481,4481,Terry Pegula,Inactive,,
6416,6416,Andrew Wingard,Active,JAX,DB
5827,5827,Tevaughn Campbell,Active,,CB
8378,8378,DaMarcus Fields,Active,,DB
4269,4269,Keion Adams,Inactive,,OLB
12432,12432,Jacobi Francis,Active,,CB
2323,2323,Marcus Peters,Active,,CB
8635,8635,Chandler Wooten,Active,CAR,LB
392,392,Mike Vrabel,Inactive,,LB
8550,8550,Tyler Johnson,Active,,DE
6173,6173,Mitch Wishnowsky,Inactive,SF,P
11184,11184,Daniel Arias,Active,,WR
2810,2810,Louis Trinca-Pasat,Inactive,,DT
3245,3245,Shon Coleman,Active,,OT
7400,7400,Manasseh Bailey,Active,,WR
6220,6220,Cole Holcomb,Inactive,PIT,LB
7988,7988,Riley Lees,Active,,WR
4648,4648,Nigel Tribune,Active,,CB
6322,6322,Xavier Ubosi,Inactive,,WR
11919,11919,Lorenzo Thompson,Active,CLE,OL
8411,8411,Devon Allen,Active,,WR
4903,4903,Jayrone Elliott,Active,,LB
2611,2611,Kasen Williams,Inactive,,WR
10998,10998,Jose Ramirez,Active,TB,DL
3019,3019,James Butler,Inactive,,WR
2943,2943,Mark Weisman,Inactive,,RB
803,803,Jonathan Freeny,Inactive,,LB
1066,1066,George Iloka,Inactive,,DB
7992,7992,Matt Bushman,Active,,TE
7790,7790,Stone Forsythe,Active,SEA,T
5604,5604,Quincy Redmon,Inactive,,CB
5654,5654,Stephen Roberts,Active,,SS
2525,2525,Bobby Hart,Active,WAS,T
3753,3753,Jordan Swindle,Inactive,,OT
11052,11052,Jaylon Jones,Active,IND,DB
8739,8739,Keir Thomas,Active,LAR,DE
4496,4496,Jordan Sterns,Active,,FS
11673,11673,Joe Alt,Active,LAC,OL
3190,3190,Darron Lee,Active,,LB
11804,11804,Mekhi Wingo,Inactive,DET,DT
662,662,Seneca Wallace,Inactive,,QB
8510,8510,Russ Yeast,Active,HOU,DB
8202,8202,Michael Woods,Active,CLE,WR
1067,1067,Marvin Jones,Active,,WR
323,323,Jamaal Charles,Injured Reserve,,RB
2381,2381,Chris Conley,Active,SF,WR
4557,4557,Freddie Stevenson,Active,,FB
2253,2253,Kenneth Acker,Injured Reserve,,CB
5178,5178,Sean Chandler,Active,,DB
4857,4857,Jimmy Haslam,Inactive,,
6152,6152,Khari Willis,Active,,DB
11600,11600,Ja'Tavion Sanders,Active,CAR,TE
4475,4475,Sefo Liufau,Inactive,,QB
7650,7650,Dillon Radunz,Active,TEN,OL
2494,2494,B.J. Dubose,Inactive,,DE
3532,3532,Kenneth Farrow,Inactive,,RB
673,673,Jason Campbell,Inactive,,QB
3000,3000,Olsen Pierre,Active,,DT
8497,8497,Lecitus Smith,Active,NE,OL
2917,2917,Brian Vogler,Active,,TE
972,972,Patrick Peterson,Active,,CB
676,676,LeSean McCoy,Injured Reserve,,RB
12126,12126,Isaac Rex,Active,,TE
3403,3403,Austin Blythe,Active,,OL
3633,3633,Kyle Peko,Inactive,DET,DT
6553,6553,Austin Walter,Active,,RB
4142,4142,Nazair Jones,Inactive,,DT
5980,5980,Myles Gaskin,Active,JAX,RB
3979,3979,Marty Mornhinweg,Inactive,,
1903,1903,Taylor Gabriel,Injured Reserve,,WR
4963,4963,Minkah Fitzpatrick,Active,PIT,DB
9230,9230,Tanner McKee,Active,PHI,QB
5008,5008,Durham Smythe,Active,MIA,TE
2286,2286,Andrew Furney,Inactive,,K
3792,3792,Demetrius Cherry,Active,,DE
6445,6445,James O'Hagan,Active,,C
5785,5785,James Butler,Active,,RB
11118,11118,Brevin Allen,Active,,LB
552,552,Ricardo Mathews,Inactive,,DE
6628,6628,Ventell Bryant,Active,,WR
2791,2791,Carlif Taylor,Inactive,,DT
7788,7788,Victor Dimukeje,Active,ARI,LB
3801,3801,Vernon Adams,Inactive,,
8665,8665,Armani Rogers,Active,ATL,TE
11323,11323,Isaiah Norman,Active,,DB
10651,10651,Mohamed Ibrahim,Active,,RB
2355,2355,Ronald Darby,Active,JAX,CB
7910,7910,Lawrence Woods,Active,,CB
4160,4160,Josh Malone,Active,,WR
6269,6269,Kyle Shurmur,Active,,QB
6551,6551,Darius Harris,Active,DAL,LB
1704,1704,Chase Reynolds,Inactive,,RB
2939,2939,Javess Blue,Inactive,,WR
5583,5583,Craig James,Active,,CB
11307,11307,Brent Laing,Active,,OL
7314,7314,Dominik Eberle,Active,,K
782,782,Will Tukuafu,Inactive,,FB
8333,8333,Alontae Taylor,Active,NO,DB
4772,4772,Dejaun Butler,Active,,CB
6105,6105,Joe Giles-Harris,Active,JAX,LB
5056,5056,Jerome Baker,Active,TEN,LB
8302,8302,Smoke Monday,Active,,DB
1129,1129,Jeff Allen,Active,,G
9754,9754,Quentin Johnston,Active,LAC,WR
11402,11402,Jourdan Heilig,Active,,LB
5334,5334,Josey Jewell,Active,CAR,LB
3360,3360,Jordan Lucas,Inactive,,DB
11705,11705,Tykee Smith,Active,TB,DB
7834,7834,Jaylon Moore,Inactive,SF,OL
1499,1499,Bacarri Rambo,Inactive,,SS
3283,3283,Jerald Hawkins,Inactive,,OT
2437,2437,Max Garcia,Active,,OL
7307,7307,Tommy Townsend,Active,HOU,P
11513,11513,Earl Bostick,Inactive,DAL,OL
5760,5760,Josh Crockett,Active,,WR
10881,10881,Christian Gonzalez,Active,NE,DB
7727,7727,Cam Sample,Inactive,CIN,DE
4277,4277,Adrian Colbert,Active,CHI,DB
12184,12184,Dalton Tucker,Active,IND,OL
4692,4692,Tyson Graham,Active,,SS
8803,8803,Quandre Mosely,Active,,DB
5112,5112,Bo Scarbrough,Active,,RB
7507,7507,Duplicate Player,Inactive,,
5909,5909,Hamp Cheevers,Active,,CB
3680,3680,Patrick Onwuasor,Active,,LB
2431,2431,Mike Davis,Active,,RB
1324,1324,Edwin Baker,Inactive,,RB
3147,3147,Matt Dooley,Inactive,,LS
7724,7724,Jabril Cox,Inactive,,LB
11177,11177,Avery Young,Active,,DB
2752,2752,Trent Steelman,Inactive,,WR
1936,1936,William Poehls,Inactive,,OT
5800,5800,Justin Stockton,Active,,RB
3125,3125,Eric Mangini,Inactive,,
4450,4450,Jordan Simmons,Active,,G
5343,5343,Quentin Poling,Inactive,NO,LB
4607,4607,Zach Conque,Active,,QB
7669,7669,Paulson Adebo,Inactive,NO,CB
4927,4927,Deondre Barnett,Inactive,,DE
12363,12363,Xavier Wade,Active,,WR
7821,7821,Garret Wallow,Inactive,TEN,LB
11888,11888,Zamari Walton,Active,,CB
4299,4299,Andreas Knappe,Active,,OT
6120,6120,Christian Wilkins,Inactive,LV,DT
6204,6204,Cole Mazza,Active,,LS
11126,11126,Michael Ezeike,Active,,TE
348,348,Shonn Greene,Inactive,,RB
8546,8546,Jacobi Francis,Active,,DB
8906,8906,Daniel Joseph,Active,,DE
8729,8729,Chris Glaser,Active,CHI,G
3981,3981,Pepper Johnson,Inactive,,
8713,8713,Josh Sills,Active,IND,OL
11336,11336,Eku Leota,Active,PIT,LB
6453,6453,D.J. Montgomery,Active,IND,WR
5587,5587,Chris Warren,Active,,RB
1162,1162,Jayron Hosley,Inactive,,CB
4795,4795,Siupeli Anau,Inactive,,DT
5708,5708,Da'Sean Downey,Active,,DE
7916,7916,Paris Ford,Active,,DB
5235,5235,David Wells,Active,,TE
5705,5705,John Franklin,Inactive,,WR
11607,11607,Hayden Hatten,Active,,WR
4751,4751,Manny Abad,Active,,CB
11580,11580,Dillon Johnson,Active,,RB
11927,11927,Doug Nester,Active,PIT,OL
6073,6073,Ryan Pulley,Active,,CB
3177,3177,Corey Coleman,Active,,WR
4075,4075,Charles Harris,Active,PHI,LB
7046,7046,J.R. Reed,Active,,DB
6433,6433,Silas Stewart,Active,,OLB
5158,5158,Dennis Gardeck,Inactive,ARI,LB
11144,11144,Collin Duncan,Active,,DB
659,659,Cedric Peerman,Inactive,,RB
1020,1020,Terrelle Pryor,Inactive,,WR
4537,4537,Jordan Johnson,Active,,RB
2095,2095,Rashad Lawrence,Inactive,,WR
5570,5570,Chad Beebe,Active,,WR
1087,1087,Mike Adams,Inactive,,OT
2290,2290,Craig Watts,Inactive,,G
7192,7192,Daishawn Dixon,Active,,G
711,711,Leger Douzable,Inactive,,DE
6494,6494,Bryan Mone,Active,,DT
233,233,Matt Moore,Inactive,,QB
3047,3047,Cyril Lemon,Inactive,,G
78,78,Ahmad Bradshaw,Inactive,,RB
6446,6446,Jon Hilliman,Active,,RB
749,749,Zach Miller,Inactive,,TE
6894,6894,Mitchell Wilcox,Active,NE,TE
10962,10962,Kelee Ringo,Active,PHI,DB
2293,2293,Demitrius Bronson,Inactive,,RB
1260,1260,Josh Bush,Inactive,,SS
4564,4564,Kai Nacua,Active,,DB
3575,3575,Bryson Albright,Inactive,,OLB
3440,3440,Josh Woodrum,Active,,QB
5445,5445,George Odum,Inactive,SF,DB
4180,4180,Rayshawn Jenkins,Active,SEA,DB
6933,6933,Raequan Williams,Inactive,,DT
8398,8398,Jermaine Johnson,Inactive,NYJ,LB
11752,11752,Jeremiah Trotter,Active,PHI,LB
6815,6815,Zack Baun,Active,PHI,LB
326,326,Darren McFadden,Inactive,,RB
2848,2848,Kyle Prater,Inactive,,WR
5732,5732,Jared Machorro,Active,,OT
12206,12206,Mario Kendricks,Active,,DL
4806,4806,Brandon Radcliff,Active,,RB
7618,7618,Micah Simon,Active,CAR,WR
8016,8016,Max Pircher,Active,WAS,OL
11625,11625,Adonai Mitchell,Active,IND,WR
4767,4767,Dane Evans,Active,,QB
6133,6133,Chase Winovich,Active,,DE
11690,11690,Zach Frazier,Active,PIT,OL
3065,3065,Ken Whisenhunt,Inactive,,
12389,12389,Hayden Rucci,Active,,TE
318,318,Chris Long,Injured Reserve,,DE
6800,6800,K'Lavon Chaisson,Active,LV,LB
4610,4610,Deante' Gray,Active,,WR
5747,5747,Kayaune Ross,Active,,WR
3207,3207,Andrew Billings,Inactive,CHI,DT
3281,3281,David Onyemata,Active,ATL,DT
3691,3691,Darius Hillary,Inactive,,CB
11701,11701,Junior Colson,Active,LAC,LB
7492,7492,Josh Norwood,Active,,FS
2097,2097,Ross Madison,Inactive,,CB
1031,1031,Dennis Kelly,Active,,T
5301,5301,Anthony Averett,Active,PIT,CB
8303,8303,Roger McCreary,Active,TEN,DB
12136,12136,Tuli Letuligasenoa,Active,,DL
11540,11540,La'Michael Pettway,Active,,TE
8883,8883,Bryce Notree,Active,,LB
2922,2922,Devin Mahina,Inactive,,TE
12338,12338,Kendarin Ray,Active,,DB
7651,7651,Jeremiah Owusu-Koramoah,Inactive,CLE,LB
8520,8520,Daniel Hardy,Active,CHI,LB
5072,5072,Jamil Demby,Inactive,,OL
6938,6938,Cam Akers,Active,MIN,RB
3493,3493,Darius Latham,Inactive,,NT
7367,7367,Will Hastings,Inactive,,WR
10875,10875,Myles Murphy,Active,CIN,DL
5780,5780,Adam Reth,Active,,DE
5602,5602,Claudy Mathieu,Active,,DL
4109,4109,Josh Jones,Inactive,,DB
11194,11194,Keshawn Banks,Active,ARI,LB
2638,2638,Reggie Bell,Inactive,,WR
11080,11080,Malik Knowles,Active,,WR
7972,7972,Tony Poljan,Active,,TE
7866,7866,Austin Faoliu,Active,,DT
4198,4198,Jamal Agnew,Active,PIT,WR
5085,5085,Christian Sam,Inactive,,OLB
784,784,Marcus Sherels,Active,,CB
7994,7994,TJ Morrison,Inactive,,CB
4938,4938,Speedy Noil,Active,,WR
5851,5851,Jachai Polite,Active,,LB
6035,6035,Cece Jefferson,Inactive,,OLB
3361,3361,Harlan Miller,Inactive,,CB
11466,11466,Jordan Perryman,Inactive,,CB
227,227,Alan Ball,Inactive,,CB
2866,2866,Deion Barnes,Inactive,,OLB
6552,6552,Malik Henry,Active,,WR
4112,4112,Tarell Basham,Active,,DE
8934,8934,Clint Ratkovich,Active,,FB
1304,1304,Collin Mooney,Inactive,,FB
347,347,Sebastian Vollmer,Inactive,,T
6856,6856,Troy Pride,Active,DAL,CB
10991,10991,KJ Henry,Active,PHI,DE
11430,11430,Jeremy Banks,Active,,LB
11821,11821,Tahj Washington,Inactive,MIA,WR
724,724,Nate Ness,Inactive,,FS
7506,7506,Duplicate Player,Inactive,DAL,DB
2182,2182,Kelvin Benjamin,Inactive,,WR
12263,12263,Philip Ossai,Active,,DL
1485,1485,Gavin Escobar,Inactive,,TE
12042,12042,Keith Randolph,Active,,DL
11011,11011,JL Skinner,Active,DEN,DB
1455,1455,Zac Dysert,Inactive,,QB
2975,2975,Jordan Berry,Active,,P
1773,1773,Jacquies Smith,Inactive,,DE
6301,6301,Nick Scott,Active,CAR,DB
8782,8782,Bookie Radley-Hiles,Active,,DB
7769,7769,Wyatt Hubert,Active,,DE
3655,3655,Reggie Diggs,Active,,WR
3742,3742,Brandon Chubb,Active,,OLB
8407,8407,T.J. Pledger,Active,,RB
2800,2800,Mario Hull,Inactive,,WR
6752,6752,Derrick Kelly II,Active,NO,
5049,5049,Harrison Phillips,Active,MIN,DT
11763,11763,Kitan Oladapo,Active,GB,DB
7537,7537,Jaret Patterson,Active,LAC,RB
578,578,Sam Young,Injured Reserve,,OT
